ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP
77726,Jefferson County,TX,48245,H1
77622,Jefferson County,TX,48245,H1
77640,Jefferson County,TX,48245,H1
77720,Jefferson County,TX,48245,H1
77655,Jefferson County,TX,48245,H1
78361,Jim Hogg County,TX,48247,H1
78360,Jim Hogg County,TX,48247,H1
78582,Jim Hogg County,TX,48247,H1
78372,Jim Wells County,TX,48249,H1
78342,Jim Wells County,TX,48249,H1
78380,Jim Wells County,TX,48249,H1
78383,Jim Wells County,TX,48249,H1
78332,Jim Wells County,TX,48249,H1
78384,Jim Wells County,TX,48249,H1
78375,Jim Wells County,TX,48249,H1
76036,Johnson County,TX,48251,H1
76049,Johnson County,TX,48251,H1
76033,Johnson County,TX,48251,H1
76028,Johnson County,TX,48251,H1
76084,Johnson County,TX,48251,H1
76050,Johnson County,TX,48251,H1
76058,Johnson County,TX,48251,H1
76063,Johnson County,TX,48251,H1
76009,Johnson County,TX,48251,H1
76061,Johnson County,TX,48251,H1
76070,Johnson County,TX,48251,H1
76093,Johnson County,TX,48251,H1
76031,Johnson County,TX,48251,H1
76059,Johnson County,TX,48251,H1
76097,Johnson County,TX,48251,H1
76035,Johnson County,TX,48251,H1
76044,Johnson County,TX,48251,H1
79503,Jones County,TX,48253,H1
79601,Jones County,TX,48253,H1
79561,Jones County,TX,48253,H1
79560,Jones County,TX,48253,H1
79525,Jones County,TX,48253,H1
79520,Jones County,TX,48253,H1
79536,Jones County,TX,48253,H1
79521,Jones County,TX,48253,H1
79501,Jones County,TX,48253,H1
79553,Jones County,TX,48253,H1
79533,Jones County,TX,48253,H1
78144,Karnes County,TX,48255,H1
78113,Karnes County,TX,48255,H1
78111,Karnes County,TX,48255,H1
78119,Karnes County,TX,48255,H1
78151,Karnes County,TX,48255,H1
78118,Karnes County,TX,48255,H1
78117,Karnes County,TX,48255,H1
78116,Karnes County,TX,48255,H1
75143,Kaufman County,TX,48257,H1
75147,Kaufman County,TX,48257,H1
75169,Kaufman County,TX,48257,H1
75157,Kaufman County,TX,48257,H1
75474,Kaufman County,TX,48257,H1
75182,Kaufman County,TX,48257,H1
75160,Kaufman County,TX,48257,H1
75032,Kaufman County,TX,48257,H1
75126,Kaufman County,TX,48257,H1
75118,Kaufman County,TX,48257,H1
75161,Kaufman County,TX,48257,H1
75159,Kaufman County,TX,48257,H1
75156,Kaufman County,TX,48257,H1
75158,Kaufman County,TX,48257,H1
75114,Kaufman County,TX,48257,H1
75142,Kaufman County,TX,48257,H1
78013,Kendall County,TX,48259,H1
78606,Kendall County,TX,48259,H1
78015,Kendall County,TX,48259,H1
78004,Kendall County,TX,48259,H1
78070,Kendall County,TX,48259,H1
78027,Kendall County,TX,48259,H1
78074,Kendall County,TX,48259,H1
78006,Kendall County,TX,48259,H1
78624,Kendall County,TX,48259,H1
78338,Kenedy County,TX,48261,H1
78385,Kenedy County,TX,48261,H1
79528,Kent County,TX,48263,H1
79549,Kent County,TX,48263,H1
79518,Kent County,TX,48263,H1
78025,Kerr County,TX,48265,H1
78055,Kerr County,TX,48265,H1
78024,Kerr County,TX,48265,H1
78029,Kerr County,TX,48265,H1
78013,Kerr County,TX,48265,H1
78631,Kerr County,TX,48265,H1
78058,Kerr County,TX,48265,H1
78624,Kerr County,TX,48265,H1
78010,Kerr County,TX,48265,H1
76849,Kerr County,TX,48265,H1
78028,Kerr County,TX,48265,H1
78003,Kerr County,TX,48265,H1
76849,Kimble County,TX,48267,H1
78631,Kimble County,TX,48267,H1
76856,Kimble County,TX,48267,H1
76859,Kimble County,TX,48267,H1
76854,Kimble County,TX,48267,H1
76883,Kimble County,TX,48267,H1
79248,King County,TX,48269,H1
79236,King County,TX,48269,H1
78832,Kinney County,TX,48271,H1
78877,Kinney County,TX,48271,H1
78379,Kleberg County,TX,48273,H1
78363,Kleberg County,TX,48273,H1
79227,Knox County,TX,48275,H1
76380,Knox County,TX,48275,H1
79505,Knox County,TX,48275,H1
76371,Knox County,TX,48275,H1
76363,Knox County,TX,48275,H1
79529,Knox County,TX,48275,H1
75473,Lamar County,TX,48277,H1
75416,Lamar County,TX,48277,H1
75486,Lamar County,TX,48277,H1
75470,Lamar County,TX,48277,H1
75477,Lamar County,TX,48277,H1
75421,Lamar County,TX,48277,H1
75425,Lamar County,TX,48277,H1
75460,Lamar County,TX,48277,H1
75435,Lamar County,TX,48277,H1
75446,Lamar County,TX,48277,H1
75461,Lamar County,TX,48277,H1
75434,Lamar County,TX,48277,H1
75436,Lamar County,TX,48277,H1
75411,Lamar County,TX,48277,H1
75462,Lamar County,TX,48277,H1
75468,Lamar County,TX,48277,H1
79326,Lamb County,TX,48279,H1
79064,Lamb County,TX,48279,H1
79369,Lamb County,TX,48279,H1
79339,Lamb County,TX,48279,H1
79082,Lamb County,TX,48279,H1
79371,Lamb County,TX,48279,H1
79313,Lamb County,TX,48279,H1
79347,Lamb County,TX,48279,H1
79312,Lamb County,TX,48279,H1
79031,Lamb County,TX,48279,H1
76539,Lampasas County,TX,48281,H1
76853,Lampasas County,TX,48281,H1
76528,Lampasas County,TX,48281,H1
76522,Lampasas County,TX,48281,H1
76550,Lampasas County,TX,48281,H1
76525,Lampasas County,TX,48281,H1
76824,Lampasas County,TX,48281,H1
78014,La Salle County,TX,48283,H1
78019,La Salle County,TX,48283,H1
78001,La Salle County,TX,48283,H1
78021,La Salle County,TX,48283,H1
77995,Lavaca County,TX,48285,H1
77975,Lavaca County,TX,48285,H1
78956,Lavaca County,TX,48285,H1
77986,Lavaca County,TX,48285,H1
77987,Lavaca County,TX,48285,H1
77984,Lavaca County,TX,48285,H1
77964,Lavaca County,TX,48285,H1
78941,Lavaca County,TX,48285,H1
78621,Lee County,TX,48287,H1
78946,Lee County,TX,48287,H1
78942,Lee County,TX,48287,H1
78947,Lee County,TX,48287,H1
78650,Lee County,TX,48287,H1
76578,Lee County,TX,48287,H1
78948,Lee County,TX,48287,H1
77853,Lee County,TX,48287,H1
78659,Lee County,TX,48287,H1
77850,Leon County,TX,48289,H1
77855,Leon County,TX,48289,H1
77871,Leon County,TX,48289,H1
77865,Leon County,TX,48289,H1
75846,Leon County,TX,48289,H1
75831,Leon County,TX,48289,H1
75833,Leon County,TX,48289,H1
75850,Leon County,TX,48289,H1
75855,Leon County,TX,48289,H1
77327,Liberty County,TX,48291,H1
77564,Liberty County,TX,48291,H1
77575,Liberty County,TX,48291,H1
77538,Liberty County,TX,48291,H1
77372,Liberty County,TX,48291,H1
77582,Liberty County,TX,48291,H1
77368,Liberty County,TX,48291,H1
77369,Liberty County,TX,48291,H1
77535,Liberty County,TX,48291,H1
77561,Liberty County,TX,48291,H1
77357,Liberty County,TX,48291,H1
77328,Liberty County,TX,48291,H1
77533,Liberty County,TX,48291,H1
76624,Limestone County,TX,48293,H1
76667,Limestone County,TX,48293,H1
76642,Limestone County,TX,48293,H1
76687,Limestone County,TX,48293,H1
76686,Limestone County,TX,48293,H1
76653,Limestone County,TX,48293,H1
76693,Limestone County,TX,48293,H1
76635,Limestone County,TX,48293,H1
75846,Limestone County,TX,48293,H1
76678,Limestone County,TX,48293,H1
76664,Limestone County,TX,48293,H1
79046,Lipscomb County,TX,48295,H1
79005,Lipscomb County,TX,48295,H1
79056,Lipscomb County,TX,48295,H1
79024,Lipscomb County,TX,48295,H1
79034,Lipscomb County,TX,48295,H1
78071,Live Oak County,TX,48297,H1
78060,Live Oak County,TX,48297,H1
78008,Live Oak County,TX,48297,H1
78075,Live Oak County,TX,48297,H1
78350,Live Oak County,TX,48297,H1
78383,Live Oak County,TX,48297,H1
78022,Live Oak County,TX,48297,H1
78102,Live Oak County,TX,48297,H1
78368,Live Oak County,TX,48297,H1
78372,Live Oak County,TX,48297,H1
78672,Llano County,TX,48299,H1
78607,Llano County,TX,48299,H1
78611,Llano County,TX,48299,H1
76885,Llano County,TX,48299,H1
78643,Llano County,TX,48299,H1
78639,Llano County,TX,48299,H1
78609,Llano County,TX,48299,H1
76831,Llano County,TX,48299,H1
78624,Llano County,TX,48299,H1
78657,Llano County,TX,48299,H1
79754,Loving County,TX,48301,H1
79404,Lubbock County,TX,48303,H1
79311,Lubbock County,TX,48303,H1
79366,Lubbock County,TX,48303,H1
79452,Lubbock County,TX,48303,H1
79406,Lubbock County,TX,48303,H1
79358,Lubbock County,TX,48303,H1
79381,Lubbock County,TX,48303,H1
79329,Lubbock County,TX,48303,H1
79493,Lubbock County,TX,48303,H1
79350,Lubbock County,TX,48303,H1
79336,Lubbock County,TX,48303,H1
79415,Lubbock County,TX,48303,H1
79413,Lubbock County,TX,48303,H1
79423,Lubbock County,TX,48303,H1
79430,Lubbock County,TX,48303,H1
79490,Lubbock County,TX,48303,H1
79363,Lubbock County,TX,48303,H1
79414,Lubbock County,TX,48303,H1
79408,Lubbock County,TX,48303,H1
79410,Lubbock County,TX,48303,H1
79411,Lubbock County,TX,48303,H1
79412,Lubbock County,TX,48303,H1
79424,Lubbock County,TX,48303,H1
79491,Lubbock County,TX,48303,H1
79364,Lubbock County,TX,48303,H1
79499,Lubbock County,TX,48303,H1
79402,Lubbock County,TX,48303,H1
79416,Lubbock County,TX,48303,H1
79407,Lubbock County,TX,48303,H1
79409,Lubbock County,TX,48303,H1
79403,Lubbock County,TX,48303,H1
79382,Lubbock County,TX,48303,H1
79453,Lubbock County,TX,48303,H1
79343,Lubbock County,TX,48303,H1
79313,Lubbock County,TX,48303,H1
79401,Lubbock County,TX,48303,H1
79464,Lubbock County,TX,48303,H1
79373,Lubbock County,TX,48303,H1
79373,Lynn County,TX,48305,H1
79364,Lynn County,TX,48305,H1
79356,Lynn County,TX,48305,H1
79383,Lynn County,TX,48305,H1
79381,Lynn County,TX,48305,H1
79351,Lynn County,TX,48305,H1
76825,McCulloch County,TX,48307,H1
76836,McCulloch County,TX,48307,H1
76887,McCulloch County,TX,48307,H1
76872,McCulloch County,TX,48307,H1
76858,McCulloch County,TX,48307,H1
76852,McCulloch County,TX,48307,H1
76624,McLennan County,TX,48309,H1
76716,McLennan County,TX,48309,H1
76684,McLennan County,TX,48309,H1
76524,McLennan County,TX,48309,H1
76664,McLennan County,TX,48309,H1
76689,McLennan County,TX,48309,H1
76702,McLennan County,TX,48309,H1
76622,McLennan County,TX,48309,H1
76703,McLennan County,TX,48309,H1
76621,McLennan County,TX,48309,H1
76799,McLennan County,TX,48309,H1
76657,McLennan County,TX,48309,H1
76655,McLennan County,TX,48309,H1
76630,McLennan County,TX,48309,H1
76710,McLennan County,TX,48309,H1
76798,McLennan County,TX,48309,H1
76691,McLennan County,TX,48309,H1
76633,McLennan County,TX,48309,H1
76640,McLennan County,TX,48309,H1
76706,McLennan County,TX,48309,H1
76643,McLennan County,TX,48309,H1
76707,McLennan County,TX,48309,H1
76561,McLennan County,TX,48309,H1
76705,McLennan County,TX,48309,H1
76708,McLennan County,TX,48309,H1
76638,McLennan County,TX,48309,H1
76701,McLennan County,TX,48309,H1
76797,McLennan County,TX,48309,H1
76712,McLennan County,TX,48309,H1
76714,McLennan County,TX,48309,H1
76704,McLennan County,TX,48309,H1
76682,McLennan County,TX,48309,H1
76711,McLennan County,TX,48309,H1
76654,McLennan County,TX,48309,H1
76557,McLennan County,TX,48309,H1
76673,McLennan County,TX,48309,H1
78072,McMullen County,TX,48311,H1
78026,McMullen County,TX,48311,H1
78007,McMullen County,TX,48311,H1
75852,Madison County,TX,48313,H1
77861,Madison County,TX,48313,H1
77831,Madison County,TX,48313,H1
77871,Madison County,TX,48313,H1
77872,Madison County,TX,48313,H1
77864,Madison County,TX,48313,H1
75657,Marion County,TX,48315,H1
75564,Marion County,TX,48315,H1
75651,Marion County,TX,48315,H1
75683,Marion County,TX,48315,H1
75630,Marion County,TX,48315,H1
75668,Marion County,TX,48315,H1
75640,Marion County,TX,48315,H1
79331,Martin County,TX,48317,H1
79749,Martin County,TX,48317,H1
79782,Martin County,TX,48317,H1
79705,Martin County,TX,48317,H1
79783,Martin County,TX,48317,H1
76831,Mason County,TX,48319,H1
78624,Mason County,TX,48319,H1
76869,Mason County,TX,48319,H1
76856,Mason County,TX,48319,H1
76825,Mason County,TX,48319,H1
76842,Mason County,TX,48319,H1
76820,Mason County,TX,48319,H1
77404,Matagorda County,TX,48321,H1
77440,Matagorda County,TX,48321,H1
77458,Matagorda County,TX,48321,H1
77428,Matagorda County,TX,48321,H1
77480,Matagorda County,TX,48321,H1
77420,Matagorda County,TX,48321,H1
77468,Matagorda County,TX,48321,H1
77457,Matagorda County,TX,48321,H1
77414,Matagorda County,TX,48321,H1
77415,Matagorda County,TX,48321,H1
77482,Matagorda County,TX,48321,H1
77465,Matagorda County,TX,48321,H1
77419,Matagorda County,TX,48321,H1
77456,Matagorda County,TX,48321,H1
77483,Matagorda County,TX,48321,H1
78852,Maverick County,TX,48323,H1
78853,Maverick County,TX,48323,H1
78877,Maverick County,TX,48323,H1
78860,Maverick County,TX,48323,H1
78886,Medina County,TX,48325,H1
78039,Medina County,TX,48325,H1
78066,Medina County,TX,48325,H1
78861,Medina County,TX,48325,H1
78057,Medina County,TX,48325,H1
78254,Medina County,TX,48325,H1
78003,Medina County,TX,48325,H1
78023,Medina County,TX,48325,H1
78056,Medina County,TX,48325,H1
78850,Medina County,TX,48325,H1
78253,Medina County,TX,48325,H1
78059,Medina County,TX,48325,H1
78016,Medina County,TX,48325,H1
78884,Medina County,TX,48325,H1
78009,Medina County,TX,48325,H1
78052,Medina County,TX,48325,H1
76859,Menard County,TX,48327,H1
76848,Menard County,TX,48327,H1
76841,Menard County,TX,48327,H1
76825,Menard County,TX,48327,H1
76854,Menard County,TX,48327,H1
79702,Midland County,TX,48329,H1
79708,Midland County,TX,48329,H1
79763,Midland County,TX,48329,H1
79712,Midland County,TX,48329,H1
79704,Midland County,TX,48329,H1
79706,Midland County,TX,48329,H1
79705,Midland County,TX,48329,H1
79703,Midland County,TX,48329,H1
79766,Midland County,TX,48329,H1
79765,Midland County,TX,48329,H1
79707,Midland County,TX,48329,H1
79701,Midland County,TX,48329,H1
79782,Midland County,TX,48329,H1
79711,Midland County,TX,48329,H1
79710,Midland County,TX,48329,H1
76518,Milam County,TX,48331,H1
76523,Milam County,TX,48331,H1
76577,Milam County,TX,48331,H1
76534,Milam County,TX,48331,H1
76511,Milam County,TX,48331,H1
76569,Milam County,TX,48331,H1
76556,Milam County,TX,48331,H1
76578,Milam County,TX,48331,H1
76519,Milam County,TX,48331,H1
76520,Milam County,TX,48331,H1
76567,Milam County,TX,48331,H1
77857,Milam County,TX,48331,H1
76530,Milam County,TX,48331,H1
76880,Mills County,TX,48333,H1
76864,Mills County,TX,48333,H1
76870,Mills County,TX,48333,H1
76890,Mills County,TX,48333,H1
76442,Mills County,TX,48333,H1
76844,Mills County,TX,48333,H1
79512,Mitchell County,TX,48335,H1
79545,Mitchell County,TX,48335,H1
79565,Mitchell County,TX,48335,H1
79532,Mitchell County,TX,48335,H1
76230,Montague County,TX,48337,H1
76255,Montague County,TX,48337,H1
76270,Montague County,TX,48337,H1
76234,Montague County,TX,48337,H1
76228,Montague County,TX,48337,H1
76239,Montague County,TX,48337,H1
76265,Montague County,TX,48337,H1
76251,Montague County,TX,48337,H1
76261,Montague County,TX,48337,H1
76225,Montague County,TX,48337,H1
77304,Montgomery County,TX,48339,H1
77316,Montgomery County,TX,48339,H1
77306,Montgomery County,TX,48339,H1
77378,Montgomery County,TX,48339,H1
77356,Montgomery County,TX,48339,H1
77355,Montgomery County,TX,48339,H1
77358,Montgomery County,TX,48339,H1
77386,Montgomery County,TX,48339,H1
77362,Montgomery County,TX,48339,H1
77333,Montgomery County,TX,48339,H1
77339,Montgomery County,TX,48339,H1
77385,Montgomery County,TX,48339,H1
77387,Montgomery County,TX,48339,H1
77447,Montgomery County,TX,48339,H1
77873,Montgomery County,TX,48339,H1
77389,Montgomery County,TX,48339,H1
77302,Montgomery County,TX,48339,H1
77305,Montgomery County,TX,48339,H1
77381,Montgomery County,TX,48339,H1
77353,Montgomery County,TX,48339,H1
77318,Montgomery County,TX,48339,H1
77327,Montgomery County,TX,48339,H1
77328,Montgomery County,TX,48339,H1
77382,Montgomery County,TX,48339,H1
77354,Montgomery County,TX,48339,H1
77384,Montgomery County,TX,48339,H1
77303,Montgomery County,TX,48339,H1
77393,Montgomery County,TX,48339,H1
77301,Montgomery County,TX,48339,H1
77380,Montgomery County,TX,48339,H1
77357,Montgomery County,TX,48339,H1
77365,Montgomery County,TX,48339,H1
77372,Montgomery County,TX,48339,H1
79036,Moore County,TX,48341,H1
79018,Moore County,TX,48341,H1
79029,Moore County,TX,48341,H1
79058,Moore County,TX,48341,H1
79086,Moore County,TX,48341,H1
79013,Moore County,TX,48341,H1
75656,Morris County,TX,48343,H1
75668,Morris County,TX,48343,H1
75638,Morris County,TX,48343,H1
75636,Morris County,TX,48343,H1
75571,Morris County,TX,48343,H1
75568,Morris County,TX,48343,H1
75487,Morris County,TX,48343,H1
79256,Motley County,TX,48345,H1
79235,Motley County,TX,48345,H1
79234,Motley County,TX,48345,H1
79261,Motley County,TX,48345,H1
79244,Motley County,TX,48345,H1
75943,Nacogdoches County,TX,48347,H1
75937,Nacogdoches County,TX,48347,H1
75946,Nacogdoches County,TX,48347,H1
75788,Nacogdoches County,TX,48347,H1
75963,Nacogdoches County,TX,48347,H1
75964,Nacogdoches County,TX,48347,H1
75965,Nacogdoches County,TX,48347,H1
75978,Nacogdoches County,TX,48347,H1
75961,Nacogdoches County,TX,48347,H1
75760,Nacogdoches County,TX,48347,H1
75944,Nacogdoches County,TX,48347,H1
75958,Nacogdoches County,TX,48347,H1
75155,Navarro County,TX,48349,H1
76670,Navarro County,TX,48349,H1
75859,Navarro County,TX,48349,H1
76639,Navarro County,TX,48349,H1
75119,Navarro County,TX,48349,H1
75105,Navarro County,TX,48349,H1
75151,Navarro County,TX,48349,H1
76681,Navarro County,TX,48349,H1
76626,Navarro County,TX,48349,H1
76679,Navarro County,TX,48349,H1
75153,Navarro County,TX,48349,H1
75110,Navarro County,TX,48349,H1
75109,Navarro County,TX,48349,H1
76641,Navarro County,TX,48349,H1
76648,Navarro County,TX,48349,H1
75144,Navarro County,TX,48349,H1
75102,Navarro County,TX,48349,H1
75933,Newton County,TX,48351,H1
77612,Newton County,TX,48351,H1
75932,Newton County,TX,48351,H1
75966,Newton County,TX,48351,H1
75977,Newton County,TX,48351,H1
75956,Newton County,TX,48351,H1
77614,Newton County,TX,48351,H1
77632,Newton County,TX,48351,H1
75928,Newton County,TX,48351,H1
79506,Nolan County,TX,48353,H1
79545,Nolan County,TX,48353,H1
79556,Nolan County,TX,48353,H1
79537,Nolan County,TX,48353,H1
79535,Nolan County,TX,48353,H1
78380,Nueces County,TX,48355,H1
78480,Nueces County,TX,48355,H1
78408,Nueces County,TX,48355,H1
78409,Nueces County,TX,48355,H1
78330,Nueces County,TX,48355,H1
78402,Nueces County,TX,48355,H1
78427,Nueces County,TX,48355,H1
78401,Nueces County,TX,48355,H1
78383,Nueces County,TX,48355,H1
78336,Nueces County,TX,48355,H1
78347,Nueces County,TX,48355,H1
78413,Nueces County,TX,48355,H1
78410,Nueces County,TX,48355,H1
78460,Nueces County,TX,48355,H1
78426,Nueces County,TX,48355,H1
78465,Nueces County,TX,48355,H1
78414,Nueces County,TX,48355,H1
78463,Nueces County,TX,48355,H1
78339,Nueces County,TX,48355,H1
78411,Nueces County,TX,48355,H1
78415,Nueces County,TX,48355,H1
78407,Nueces County,TX,48355,H1
78404,Nueces County,TX,48355,H1
78417,Nueces County,TX,48355,H1
78416,Nueces County,TX,48355,H1
78405,Nueces County,TX,48355,H1
78343,Nueces County,TX,48355,H1
78418,Nueces County,TX,48355,H1
78403,Nueces County,TX,48355,H1
78466,Nueces County,TX,48355,H1
78351,Nueces County,TX,48355,H1
78412,Nueces County,TX,48355,H1
78373,Nueces County,TX,48355,H1
78467,Nueces County,TX,48355,H1
78419,Nueces County,TX,48355,H1
78406,Nueces County,TX,48355,H1
78468,Nueces County,TX,48355,H1
78469,Nueces County,TX,48355,H1
79033,Ochiltree County,TX,48357,H1
79070,Ochiltree County,TX,48357,H1
79093,Ochiltree County,TX,48357,H1
79001,Oldham County,TX,48359,H1
79092,Oldham County,TX,48359,H1
79010,Oldham County,TX,48359,H1
79098,Oldham County,TX,48359,H1
77632,Orange County,TX,48361,H1
77670,Orange County,TX,48361,H1
77626,Orange County,TX,48361,H1
77611,Orange County,TX,48361,H1
77630,Orange County,TX,48361,H1
77639,Orange County,TX,48361,H1
77662,Orange County,TX,48361,H1
76475,Palo Pinto County,TX,48363,H1
76450,Palo Pinto County,TX,48363,H1
76453,Palo Pinto County,TX,48363,H1
76449,Palo Pinto County,TX,48363,H1
76463,Palo Pinto County,TX,48363,H1
76067,Palo Pinto County,TX,48363,H1
76472,Palo Pinto County,TX,48363,H1
76462,Palo Pinto County,TX,48363,H1
76486,Palo Pinto County,TX,48363,H1
76484,Palo Pinto County,TX,48363,H1
76066,Palo Pinto County,TX,48363,H1
75669,Panola County,TX,48365,H1
75637,Panola County,TX,48365,H1
75639,Panola County,TX,48365,H1
75692,Panola County,TX,48365,H1
75631,Panola County,TX,48365,H1
75975,Panola County,TX,48365,H1
75691,Panola County,TX,48365,H1
75643,Panola County,TX,48365,H1
75633,Panola County,TX,48365,H1
75672,Panola County,TX,48365,H1
75685,Panola County,TX,48365,H1
75954,Panola County,TX,48365,H1
75974,Panola County,TX,48365,H1
75652,Panola County,TX,48365,H1
76086,Parker County,TX,48367,H1
76067,Parker County,TX,48367,H1
76066,Parker County,TX,48367,H1
76082,Parker County,TX,48367,H1
76020,Parker County,TX,48367,H1
76439,Parker County,TX,48367,H1
76098,Parker County,TX,48367,H1
76085,Parker County,TX,48367,H1
76008,Parker County,TX,48367,H1
76126,Parker County,TX,48367,H1
76049,Parker County,TX,48367,H1
76035,Parker County,TX,48367,H1
76088,Parker County,TX,48367,H1
76462,Parker County,TX,48367,H1
76108,Parker County,TX,48367,H1
76485,Parker County,TX,48367,H1
76490,Parker County,TX,48367,H1
76486,Parker County,TX,48367,H1
76087,Parker County,TX,48367,H1
76487,Parker County,TX,48367,H1
76023,Parker County,TX,48367,H1
79009,Parmer County,TX,48369,H1
79325,Parmer County,TX,48369,H1
79035,Parmer County,TX,48369,H1
79053,Parmer County,TX,48369,H1
79347,Parmer County,TX,48369,H1
79740,Pecos County,TX,48371,H1
79781,Pecos County,TX,48371,H1
79743,Pecos County,TX,48371,H1
79730,Pecos County,TX,48371,H1
79735,Pecos County,TX,48371,H1
79744,Pecos County,TX,48371,H1
75936,Polk County,TX,48373,H1
77360,Polk County,TX,48373,H1
77327,Polk County,TX,48373,H1
75960,Polk County,TX,48373,H1
75934,Polk County,TX,48373,H1
77350,Polk County,TX,48373,H1
77335,Polk County,TX,48373,H1
77399,Polk County,TX,48373,H1
75939,Polk County,TX,48373,H1
77351,Polk County,TX,48373,H1
77326,Polk County,TX,48373,H1
77332,Polk County,TX,48373,H1
79105,Potter County,TX,48375,H1
79118,Potter County,TX,48375,H1
79107,Potter County,TX,48375,H1
79101,Potter County,TX,48375,H1
79102,Potter County,TX,48375,H1
79120,Potter County,TX,48375,H1
79068,Potter County,TX,48375,H1
79108,Potter County,TX,48375,H1
79121,Potter County,TX,48375,H1
79106,Potter County,TX,48375,H1
79098,Potter County,TX,48375,H1
79012,Potter County,TX,48375,H1
79109,Potter County,TX,48375,H1
79104,Potter County,TX,48375,H1
79058,Potter County,TX,48375,H1
79124,Potter County,TX,48375,H1
79103,Potter County,TX,48375,H1
79159,Potter County,TX,48375,H1
79111,Potter County,TX,48375,H1
79117,Potter County,TX,48375,H1
79116,Potter County,TX,48375,H1
79845,Presidio County,TX,48377,H1
79843,Presidio County,TX,48377,H1
79846,Presidio County,TX,48377,H1
75440,Rains County,TX,48379,H1
75453,Rains County,TX,48379,H1
75410,Rains County,TX,48379,H1
75472,Rains County,TX,48379,H1
75497,Rains County,TX,48379,H1
79124,Randall County,TX,48381,H1
79114,Randall County,TX,48381,H1
79019,Randall County,TX,48381,H1
79015,Randall County,TX,48381,H1
79098,Randall County,TX,48381,H1
79091,Randall County,TX,48381,H1
79119,Randall County,TX,48381,H1
79121,Randall County,TX,48381,H1
79103,Randall County,TX,48381,H1
79094,Randall County,TX,48381,H1
79042,Randall County,TX,48381,H1
79016,Randall County,TX,48381,H1
79109,Randall County,TX,48381,H1
79110,Randall County,TX,48381,H1
79106,Randall County,TX,48381,H1
79118,Randall County,TX,48381,H1
79739,Reagan County,TX,48383,H1
76932,Reagan County,TX,48383,H1
78873,Real County,TX,48385,H1
78833,Real County,TX,48385,H1
78879,Real County,TX,48385,H1
78828,Real County,TX,48385,H1
75417,Red River County,TX,48387,H1
75436,Red River County,TX,48387,H1
75426,Red River County,TX,48387,H1
75412,Red River County,TX,48387,H1
75435,Red River County,TX,48387,H1
75554,Red River County,TX,48387,H1
75550,Red River County,TX,48387,H1
79772,Reeves County,TX,48389,H1
79770,Reeves County,TX,48389,H1
79780,Reeves County,TX,48389,H1
79785,Reeves County,TX,48389,H1
79718,Reeves County,TX,48389,H1
78377,Refugio County,TX,48391,H1
78340,Refugio County,TX,48391,H1
78393,Refugio County,TX,48391,H1
77950,Refugio County,TX,48391,H1
77990,Refugio County,TX,48391,H1
79059,Roberts County,TX,48393,H1
79065,Roberts County,TX,48393,H1
79070,Roberts County,TX,48393,H1
77856,Robertson County,TX,48395,H1
77870,Robertson County,TX,48395,H1
76629,Robertson County,TX,48395,H1
77808,Robertson County,TX,48395,H1
76687,Robertson County,TX,48395,H1
77882,Robertson County,TX,48395,H1
77865,Robertson County,TX,48395,H1
76653,Robertson County,TX,48395,H1
77859,Robertson County,TX,48395,H1
77807,Robertson County,TX,48395,H1
77837,Robertson County,TX,48395,H1
77867,Robertson County,TX,48395,H1
75088,Rockwall County,TX,48397,H1
75173,Rockwall County,TX,48397,H1
75032,Rockwall County,TX,48397,H1
75126,Rockwall County,TX,48397,H1
75087,Rockwall County,TX,48397,H1
75160,Rockwall County,TX,48397,H1
75098,Rockwall County,TX,48397,H1
75089,Rockwall County,TX,48397,H1
75132,Rockwall County,TX,48397,H1
75189,Rockwall County,TX,48397,H1
79567,Runnels County,TX,48399,H1
76861,Runnels County,TX,48399,H1
76875,Runnels County,TX,48399,H1
76882,Runnels County,TX,48399,H1
79566,Runnels County,TX,48399,H1
76821,Runnels County,TX,48399,H1
76933,Runnels County,TX,48399,H1
76865,Runnels County,TX,48399,H1
75669,Rusk County,TX,48401,H1
75975,Rusk County,TX,48401,H1
75654,Rusk County,TX,48401,H1
75603,Rusk County,TX,48401,H1
75667,Rusk County,TX,48401,H1
75680,Rusk County,TX,48401,H1
75689,Rusk County,TX,48401,H1
75684,Rusk County,TX,48401,H1
75681,Rusk County,TX,48401,H1
75666,Rusk County,TX,48401,H1
75658,Rusk County,TX,48401,H1
75691,Rusk County,TX,48401,H1
75652,Rusk County,TX,48401,H1
75946,Rusk County,TX,48401,H1
75687,Rusk County,TX,48401,H1
75760,Rusk County,TX,48401,H1
75682,Rusk County,TX,48401,H1
75662,Rusk County,TX,48401,H1
75784,Rusk County,TX,48401,H1
75948,Sabine County,TX,48403,H1
75930,Sabine County,TX,48403,H1
75931,Sabine County,TX,48403,H1
75968,Sabine County,TX,48403,H1
75959,Sabine County,TX,48403,H1
75972,San Augustine County,TX,48405,H1
75929,San Augustine County,TX,48405,H1
75961,San Augustine County,TX,48405,H1
75935,San Augustine County,TX,48405,H1
75930,San Augustine County,TX,48405,H1
77320,San Jacinto County,TX,48407,H1
77364,San Jacinto County,TX,48407,H1
77358,San Jacinto County,TX,48407,H1
77331,San Jacinto County,TX,48407,H1
77328,San Jacinto County,TX,48407,H1
